question_id,industry_type,question_text,topic_category,option_type,difficulty_level,report_section,learning_objective,question_note,option_A,option_A_note,option_B,option_B_note,option_C,option_C_note,option_D,option_D_note,option_E,option_E_note,follow_up,allow_custom_answer,allow_skip,free_answer_note,report_topic,learning_goal,answer_tags,,
M004,製造業,文件版本控制規範如何？,內部管理與SOP現況,single,beginner,文件版本控管機制,確認企業是否實施文件版控 SOP，避免誤用舊資料,版本控制確保盤查報告的一致性，企業可採用版本編碼（如 V1.0、V1.1），或使用電子系統自動追蹤變更歷史，確保文件的最新性與完整性。碳盤查數據可能因排放因子更新或計算方法調整而變動，若無版本管理，可能導致數據混亂。例如，企業可使用 ERP 或文件管理系統（如 SharePoint、Google Drive），自動追蹤數據變更，確保不同部門使用相同的最新數據，避免 ESG 報告不一致的情況發生。,沒有固定規範,企業未設立版本控制規範，文件版本可能混亂或不一致。,由單一部門負責管理,企業僅由單一部門負責管理版本，可能缺乏跨部門協作與一致性。,內部有文件版控機制,企業已設立內部文件版本控制系統，數據更有條理且可追溯。,使用數位文件管理系統,企業使用數位文件管理系統（如 ERP、雲端平台），自動化追蹤數據變更。,不知道/不確定,若不確定，建議建立版本控制機制，並使用數位文件管理系統進行數據追蹤。,是否每次修改需記錄版本號與修改摘要？是否有歷史版本備存？,TRUE,TRUE,可說明目前使用的版本控管方式與週期,版本控管與修訂管理制度,確認 ESG 文件是否具備一致的修訂紀錄與可回溯性,"版本號, 修訂紀錄, 文件追蹤",,
M005,製造業,文件存儲位置是什麼？,內部管理與SOP現況,single,beginner,資料儲存與存取管理,探討企業是否採用安全、有效率的資料存放機制,"文件存儲方式影響數據的可用性與安全性，建議使用雲端（Google Drive, OneDrive）或內部伺服器，以確保數據安全並方便查閱。碳盤查數據應具備長期可追溯性，企業可使用區塊鏈技術或雲端數據庫來確保數據不可篡改。例如，透過 ERP 系統整合碳排放數據、建立數據存取權限，確保 ESG 相關資訊可隨時查閱，並符合供應鏈透明度要求，提高企業信譽與合規性。",沒有固定存儲位置,企業未設立固定的文件存儲位置，數據管理不夠規範。,以紙本存放於辦公室,企業仍使用紙本存儲，容易遺失或難以追溯。,以雲端存儲,企業使用雲端服務存儲數據，提升數據存取效率與安全性。,內部伺服器存儲,企業使用內部伺服器存儲數據，具備較高的數據保護性與可控制性。,不知道/不確定,若不確定，建議使用雲端或內部伺服器來確保數據的安全與可追溯性。,是否儲存在雲端、內部伺服器或紙本資料櫃？,TRUE,TRUE,可說明目前文件集中存放與備援方式,ESG 文件儲存與備份機制,評估 ESG 資料可得性、儲存安全性與備份制度,"儲存位置, 資料保全, ESG備援策略",,
M006,製造業,文件審批流程如何？,內部管理與SOP現況,single,intermediate,數據審批流程管理,確認碳排數據是否具備多層級與制度化的審核機制,審批流程確保數據正確性，企業應設立跨部門審核機制，或依據 ISO 14064 標準設計文件審批流程，以提升管理效率與合規性。碳排放數據涉及多個部門（如能源、設備、財務、供應鏈），企業應建立內部審查制度，確保數據收集、計算與報告流程正確。例如，可設立雙重審批機制（第一層由能源管理部門審查，第二層由財務或合規部門確認），確保盤查數據準確無誤。此外，企業可參考 ISO 14064 或 GHG Protocol 來標準化流程，確保 ESG 報告可信度。,沒有明確流程,企業未設立明確的文件審批流程，數據驗證與報告存在風險。,由部門主管批准,企業由部門主管審批文件，但可能缺乏跨部門的協作與統一標準。,需多部門共同審核,企業要求多部門協同審核文件，保證數據的準確性與合規性。,依 ISO 標準設定審批流程,企業依照 ISO 14064 標準設計審批流程，確保數據管理規範化。,不知道/不確定,若不確定，建議設立跨部門的審核機制，並參考 ISO 標準來完善流程。,是否包含部門確認、主管核可、稽核留底？,FALSE,TRUE,可列出目前的文件簽核層級與處理流程,ESG 文件審批制度與流程設計,建立 ESG 文件的正式化作業流程，利於審核與驗證準備,"簽核流程, 文件正規化, 稽核配合度",,
M007,製造業,文件存取權限管理如何？,內部管理與SOP現況,single,intermediate,文件安全性與權限控管,確認資料是否具備分層級授權與存取紀錄制度,企業應採用多層級存取權限（如高層可編輯、員工僅能檢視），確保數據完整性與安全性，避免未授權變更。碳盤查數據具機密性，若存取權限不受控，可能導致數據誤改或洩漏。例如，應設置不同角色權限：ESG 管理部門可新增數據，財務部門可審查與匯出報告，供應鏈管理僅能檢視相關內容。使用 ERP、雲端數據庫或區塊鏈技術確保數據變更可追蹤，提升盤查結果可信度。,無特定權限控管,企業未設立存取權限管理機制，數據存取無法有效控制。,由特定部門管理存取,企業由特定部門負責數據存取管理，可能缺乏靈活性與透明度。,設有多層級權限,企業採用多層級存取權限管理系統，數據存取更安全與靈活。,依 ISO 標準管理,企業依照 ISO 標準設計存取權限，確保數據管理規範化。,不知道/不確定,若不確定，建議設立存取權限管理機制，確保數據的安全性與透明度。,是否僅限特定人員編輯？是否有瀏覽/修改/歸檔分層控管？,FALSE,TRUE,若無制度可填「未設定」,文件權限管理與資訊安全制度,評估 ESG 文件是否具備資訊安全性與存取紀錄制度,"權限控管, 分層存取, ESG資安制度",,
M008,製造業,數據和報告的存檔期限是什麼？,內部管理與SOP現況,single,intermediate,數據保存政策與法遵依據,了解企業是否依據法規與內規設定保存年限,依據各國法規，企業可能需要至少保存碳排放數據 5 年以上（如《氣候變遷因應法》），確保數據合規與可追蹤性。碳盤查數據可用於政府稽查、ESG 評分、供應鏈報告，企業應根據 ISO 14064 / GHG Protocol 標準建立數據存儲政策。建議採用雙重備份機制（如本地伺服器 + 雲端存儲），並確保數據格式標準化，避免未來審計或報告時出現缺漏。,無特定存檔期限,企業未設立數據存檔期限，數據可能無法長期保留或查詢。,依企業內部規範,企業依內部規範設立存檔期限，可能缺乏一致性。,依政府法規（如 5 年）,企業依照政府法規，至少保存 5 年以上的碳排數據。,長期保存,企業設立長期保存政策，確保數據可持續管理與查詢。,不知道/不確定,若不確定，建議根據法規要求設立最短存檔期限，並建立標準化存檔政策。,是否設定 3 年、5 年、7 年？是否依據會計/法遵要求？,FALSE,TRUE,可列出目前依循的保存年限規定,資料保留政策與存續管理,評估 ESG 數據是否納入正式保存政策，利於查核與追溯管理,"保存年限, 報告資料, ESG法規",,
M009,製造業,文件管理案例分享有哪些？,內部管理與SOP現況,single,beginner,文件管理制度參考來源,探討企業在建立制度時是否借鏡國際或業界實務,文件管理最佳實踐包括數位化存儲、版控系統、權限管理。企業可參考 ISO 14064、GHG Protocol，確保碳管理數據的透明度與可追蹤性。例如，使用 ERP、智慧雲端管理系統自動存儲碳排數據，確保不同版本的報告可回溯，並設定變更通知機制，確保所有部門皆能同步最新數據，減少錯誤。,沒有相關案例,企業未參考同業或國際最佳實踐，文件管理方式較為隨意。,已參考同業最佳做法,企業參考同行或業界領先企業的最佳實踐來管理文件。,建立內部標準並分享,企業已建立內部標準化管理，並分享最佳做法與經驗。,使用國際標準作為參考,企業參照 ISO 標準來進行文件管理，確保全球一致性與合規性。,不知道/不確定,若不確定，建議參考 ISO 標準或行業最佳實踐，優化文件管理。,是否參考業界案例、顧問輔導或同集團內部制度？,TRUE,TRUE,可分享已參考的文件制度或標竿對象,文件治理對標與制度學習,建立文件治理對標意識，促進組織內部改善循環,"文件制度, 對標管理, ESG案例",,
M010,製造業,是否需要協助建立或改進內部管理制度？,內部管理與SOP現況,single,intermediate,碳管理制度建構建議,評估企業對制度化碳管理的認知與需求程度,內部管理制度影響碳盤查的順暢度，企業若無明確管理機制，應建立 SOP 或尋求顧問協助，以提升數據管理能力。SOP 可標準化數據收集、計算與審核流程，提高盤查效率。例如，企業可設立碳盤查執行手冊，明確數據來源、計算方法、負責人、報告時程，確保所有部門依照一致標準執行盤查，避免數據混亂。,不需要,企業已擁有完善的內部管理制度，無需進一步改善。,需要內部改善指導,企業有基本的管理制度，但需進一步優化內部流程與操作。,需要外部顧問協助,企業希望與顧問合作建立或改進內部管理制度，提高數據處理效率。,已建立完善制度但需持續優化,企業已有完善的制度，但仍需定期優化，以應對新挑戰與法規要求。,不知道/不確定,若不確定，建議尋求顧問協助，建立清晰的 SOP 並持續改進。,是否需協助建立 SOP、權責流程、填寫模板與簽核制度？,FALSE,TRUE,可說明目前最大制度瓶頸或想改善之處,ESG 文件制度建置輔導需求,評估企業在制度落地層面是否需要支援，便於平台或顧問協作,"SOP需求, 管理改善, 制度建置",,
M011,製造業,是否希望提供內部管理建議？,內部管理與SOP現況,single,intermediate,ESG 管理制度建議需求,了解企業是否需要從外部取得制度架構與落地指引,企業可參考 ISO 14064、GRI 框架來建立 SOP、版控機制，若有改善需求，可諮詢專業顧問，確保內部管理制度完善。製造業企業應根據碳排放範疇 1、2、3 設計管理機制。例如，若企業碳排來自於製程燃料與電力消耗，則 SOP 應規範如何記錄燃料使用、用電數據收集與審查流程，並與 ISO 14064-1 規範對應，確保數據符合國際標準。,不需要,企業不需要額外的內部管理建議，已經符合需求。,需要範本與指導,企業希望獲得 SOP 範本與指導，以優化管理流程。,需要專業顧問診斷,企業希望透過專業顧問來評估內部管理制度並提出改進建議。,內部已有制度但需優化,企業已有內部管理制度，但希望持續優化以提高碳管理效率。,不知道/不確定,若不確定，建議參考 ISO 標準建立 SOP，並尋求顧問幫助。,是否希望根據組織情況給予跨部門協作、流程優化或管理建議？,TRUE,TRUE,可說明希望獲得哪些層面的協助,ESG 治理建議與制度優化方向,建立 ESG 作為治理工具的具體角色定位，連結制度與行動,"管理優化, 組織建議, ESG導入規劃",,
R001,製造業,員工溫室氣體管理培訓內容是什麼？,報告需求與後續行動,single,beginner,員工教育與意識提升,探討企業是否已有基礎碳管理訓練與推廣教育制度,溫室氣體管理培訓提升員工對碳排放的認識，讓員工理解企業減碳策略，並具備執行能力。例如，製造業需培訓節能操作、廢棄物管理、低碳原物料採購，確保生產與環保並行。企業可導入碳盤查 E-Learning 課程，讓員工理解碳排放計算、能源使用最佳實踐、減碳策略，確保 ESG 目標落實到生產流程。,沒有培訓,企業未提供碳管理培訓，員工對減碳策略認識不足。,只有基礎環保意識課程,企業已提供基本環保意識課程，但未針對碳管理進行深入培訓。,針對特定部門培訓,企業已針對特定部門進行碳管理培訓，提升部門員工的執行力。,設有完整培訓計畫,企業已設立完整的碳管理培訓計畫，並定期進行員工培訓。,不知道/不確定,若不確定，建議制定全面的碳管理培訓計劃，涵蓋所有部門。,是否涵蓋排放範疇定義、排放因子使用、製程排放與數據紀錄？,FALSE,TRUE,可列出目前已訓練內容或希望補強範疇,ESG 員工訓練與知識建構,建立基層與管理層對碳盤查與排放管理的認知能力，強化日常應用,"教育訓練, 排放認識, ESG基礎能力",,
R002,製造業,培訓頻率與參與對象如何？,報告需求與後續行動,single,beginner,ESG 教育頻率與制度化,理解 ESG 教育是否具有制度性、定期性安排,建議每年至少一次碳管理培訓，涵蓋營運、採購、財務等部門，確保減碳策略能落實到生產流程。企業可參考 ISO 50001（能源管理標準），針對能源使用、減碳技術應用、數據記錄方式進行培訓。此外，企業可與供應鏈夥伴合作培訓，確保上下游企業同步提升減碳意識，共同降低產業鏈碳足跡。,無固定頻率,企業未設立固定的培訓頻率，培訓可能不夠規律。,每年一次,企業每年舉辦一次碳管理培訓，提升員工的減碳能力。,每半年一次,企業每半年進行一次培訓，確保員工對減碳目標的認識和執行力。,依業務需求調整,企業根據實際需求調整培訓頻率，但缺乏規範。,不知道/不確定,若不確定，建議至少每年進行一次全員培訓，提升碳管理意識。,是否為每年、每半年？是否區分部門主管與作業員工參與？,TRUE,TRUE,可列出參與對象或各層級訓練設計方式,ESG 教育制度與推動落地,評估 ESG 訓練是否制度化並能有效區分對象與內容,"教育對象, 訓練頻率, 部門導入",,
R003,製造業,內部溝通溫室氣體進展的渠道是什麼？,報告需求與後續行動,single,beginner,ESG 內部溝通制度,評估 ESG 資訊在企業內部是否具備有效溝通管道,內部溝通機制可提升碳管理透明度，如內部會議定期報告、ESG 通訊平台、公佈 KPI 達成狀況。建議企業每季召開碳管理會議，更新減碳計畫與數據進展，確保各部門了解 ESG 目標。此外，企業可透過內部電子報、儀表板（Dashboard）、智慧報告系統即時顯示碳排放績效，提高內部透明度。,無固定渠道,企業未設立內部溝通機制，員工與管理層難以追蹤 ESG 進展。,電郵通知,企業透過電子郵件發布 ESG 相關資訊，但可能缺乏即時性與互動性。,內部會議報告,企業定期召開內部會議，更新碳排放數據與減碳計畫進度。,設立專門溝通平台,企業透過 ESG 內部通訊平台、公佈 KPI 達成狀況，提高透明度。,不知道/不確定,若不確定，建議建立固定內部溝通渠道，如電子郵件、內部會議或儀表板。,是否透過例會、電子報、佈告欄或教育訓練傳遞？,TRUE,TRUE,可列出目前 ESG 進展如何在廠內溝通,ESG 進展溝通與內部傳達,建立企業內 ESG 推動進程是否能有效觸及全體人員,"ESG內部溝通, 廠區佈達, 員工參與",,
R004,製造業,制度文件的合規性要求是什麼？,報告需求與後續行動,single,intermediate,ESG 合規與報告標準依據,確認企業是否依循政府與國際標準制定 ESG 報告,報告應符合 ISO 14064 或 GRI 框架，確保數據透明度與合規性，提升企業在 ESG 評分中的競爭力。企業碳排放報告應包含範疇 1、2、3 排放量、減碳措施、排放趨勢分析，並確保報告內容符合供應鏈要求或投資人 ESG 標準。建議企業導入數據自動化工具（如 Power BI、AI 分析），確保報告可視化，提高 ESG 評分。,無特定要求,企業未規範報告合規標準，可能導致 ESG 評分降低或供應鏈要求無法滿足。,依內部規範,企業內部自行規範，但可能與政府法規或國際標準不符。,依政府法規,企業依據當地法規提交報告，確保合規但可能缺乏國際競爭力。,"依國際標準 (ISO, GRI)",企業參照 ISO 14064 或 GRI 框架，提升國際市場競爭力。,不知道/不確定,若不確定，建議參考 ISO 14064 或 GRI 標準，以確保報告符合國際要求。,是否參考 ISO 14064、GRI 或政府公告規定？,FALSE,TRUE,可說明目前制度是否具明確參照規範,文件合規性與制度依據對應,評估 ESG 文件是否具備對應性與法律基礎，有利外部驗證或報告提交,"文件合規, 法規依據, ESG稽核準備",,
R005,製造業,架構支持的資源分配如何？,報告需求與後續行動,single,intermediate,ESG 資源配置與預算設計,評估企業是否已編列資源或預算支持碳排管理措施,確保減碳行動有足夠預算與人力，企業應納入 ESG 戰略，設置專責人員負責減碳行動執行。企業應將減碳行動納入營運決策，確保足夠的資金與人力支持。例如，企業可設立 ESG 管理部門或能源管理小組，負責監測碳排放、執行減碳專案與優化能源管理。此外，企業可申請政府減碳補助（如綠色金融貸款、碳權交易優惠），減少減碳計畫的財務負擔。,無特定資源,企業未設立減碳專案預算或專職團隊，難以確保減碳行動落實。,由財務部門決定,減碳預算由財務部門管理，但可能缺乏跨部門協調。,設有專門預算,企業已編列固定預算，支持減碳計畫的執行。,碳管理納入企業戰略,企業將減碳行動納入 ESG 戰略，確保長期資源支持與高層承諾。,不知道/不確定,若不確定，建議先評估現有資源分配，並制定合理的 ESG 預算。,是否有固定人力、資訊系統、設備預算或顧問協助？,TRUE,TRUE,可列出目前支持 ESG 推動的主要資源項目,ESG 架構支援與資源分配規劃,確認企業是否已投入人力與資本以支持制度正常運作與後續擴充,"人力配置, 系統支援, 顧問導入",,
R006,製造業,法規要求與合規性檢查如何？,報告需求與後續行動,single,intermediate,ESG 合規稽核與管理制度,確認 ESG 管理是否導入定期稽核與第三方驗證機制,企業應符合當地法規（如《氣候變遷因應法》），定期進行合規性檢查，以降低法規風險，避免罰款與聲譽損害。政府法規要求企業定期提交碳盤查報告，若未符合規範，可能面臨罰款或被排除於供應鏈之外。例如，某些國家要求企業每年繳納碳費，若未能即時完成盤查，可能增加不必要的成本。企業應建立內部法規審查機制，確保即時更新最新法規要求，降低法律風險。,無特定檢查,企業未定期檢查合規性，可能面臨碳排違規風險。,依內部政策檢查,企業依據內部政策定期檢查，但可能與政府法規不完全對應。,依政府規範,企業依據當地政府法規檢查，確保符合法規要求。,由第三方驗證,企業聘請外部機構進行法規合規審查，確保 ESG 合規性與競爭力。,不知道/不確定,若不確定，建議建立內部審查制度，並參考最新政府法規要求。,是否需因應碳費、揭露、供應鏈要求或政府補助資格？,TRUE,TRUE,可列出目前適用的法規名稱或稽核需求,ESG 合規性評估與外部稽核回應,建立 ESG 推動需與法規接軌的基本認知與風險識別能力,"碳費, 揭露義務, ESG法規遵循",,
R007,製造業,文件管理預算估算是多少？,報告需求與後續行動,single,intermediate,ESG 預算配置,評估企業是否有預算編列支持碳管理與制度建構,碳盤查文件管理預算應涵蓋數據管理系統、盤查工具、外部驗證費用，企業可依自身規模合理分配資源。對於中小型製造業，碳盤查工具（如 ERP、碳排放計算軟體）的選擇應根據企業營運需求與成本效益進行評估。企業可考慮雲端數據管理系統，確保數據安全與可追蹤性。此外，若企業需要外部驗證（如 ISO 14064-1），應預先編列預算，以確保合規性與市場競爭力。,無預算,企業未設立碳盤查文件管理預算，可能影響數據完整性與合規性。,低於 10 萬,企業投入較少資源於文件管理，可能影響數據精準度。,10-50 萬,企業設立中等預算，確保文件管理與外部驗證符合標準。,超過 50 萬,企業投入高額預算，建立完整碳管理系統與國際驗證機制。,不知道/不確定,若不確定，建議評估企業規模與合規需求，制定合理預算。,是否已編入年度預算？是否依項目區分（如顧問、系統、文件）？,TRUE,TRUE,可描述目前 ESG 文件管理的經費與預算方式,文件管理支出與資源分配策略,評估 ESG 文件運行是否具持續性、制度性與成本規劃邏輯,"ESG預算, 文件經費, 項目支出分配",,
R008,製造業,程序文件的更新周期是什麼？,報告需求與後續行動,single,beginner,ESG 文件更新頻率,檢視企業 ESG 文檔是否具備定期更新與維護制度,建議每年更新碳管理相關文件，確保符合最新法規與技術標準，維持 ESG 競爭力。企業應建立年度碳管理文件更新制度，確保碳排放報告內容符合最新國際標準（如 ISO 14064、GHG Protocol）。例如，若政府調整電力排放係數，企業應及時修正碳排放計算方式，確保報告數據準確。此外，企業可透過內部稽核機制定期審查碳管理文件，以確保報告透明度與可信度。,無固定周期,企業未定期更新文件，可能導致報告內容過時或不符合法規標準。,每年更新一次,企業每年更新文件，確保碳排放計算符合最新國際標準。,每半年更新一次,企業每半年更新，確保碳排放數據更即時、合規。,依內部審查結果調整,企業根據內部稽核或法規變更情況決定文件更新時間，提高靈活性。,不知道/不確定,若不確定，建議至少每年更新文件，並建立內部審查機制。,是否為半年、每年或法規變更即時修訂？,FALSE,TRUE,可列出目前固定的文件審查或修訂週期,文件維護頻率與更新制度,評估 ESG 管理流程是否有穩定週期更新與應變能力,"文件更新, 作業制度, ESG修訂週期",,
R009,製造業,是否已有內部定期檢討碳排放表現的會議或制度？,報告需求與後續行動,single,intermediate,ESG 碳排成效檢討制度,評估企業是否對碳績效進行制度化與指標化的定期檢討,企業應定期檢討碳排放績效，透過數據分析找出可改善的地方，確保減排行動落實。建議企業建立每季碳排放績效評估機制，透過數據分析找出高排放源，並調整減碳策略。例如，透過能源管理系統（EMS）監測設備能耗趨勢，找出高能耗設備並進行設備更新，提升減碳效率。企業可透過內部 KPI 管理，確保減排行動具體落實，避免碳排放數據失真或無法對應實際減碳行動。,沒有,企業未設立定期檢討機制，可能影響減排行動落實。,偶爾召開,企業有時檢討碳排放績效，但頻率不固定，影響執行成效。,定期每年檢討,企業每年檢討碳排放數據，確保 ESG 目標符合計劃。,已建立完整制度,企業已建立完整的績效評估制度，並透過數據分析確保減排行動落實。,不知道/不確定,若不確定，建議每年至少召開一次檢討會議，並建立 KPI 追蹤機制。,是否有部門參與？是否記錄改善建議與成效？,TRUE,TRUE,可說明會議是否定期舉行與有無回饋紀錄,ESG 碳排績效檢討制度與會議機制,建立組織內部對 ESG 行動是否具備自我檢討與行動反饋能力,"ESG會議, 自評制度, 效果反饋",,
R010,製造業,公司內部是否建立了碳排放績效追蹤指標或 KPI？,報告需求與後續行動,single,intermediate,ESG KPI 指標建置,判斷企業是否設立與追蹤碳管理成效的量化指標,設立 KPI 量化碳排放管理成效，如能源使用效率（kWh/產值）或年度減排目標，確保企業能持續優化減碳策略。企業應設立短、中、長期減排目標，例如 2025 年減碳 10%、2030 年使用 50% 再生能源。KPI 可包含單位產品碳足跡、能源消耗強度（kWh/單位產值）、生產過程廢棄物回收率，確保 ESG 目標可量化、可追蹤。此外，企業可參考同業碳排放基準（Benchmarking），評估自身減碳進展。,沒有,企業未設立碳排放 KPI，難以衡量減碳成效。,已建立但未定期追蹤,企業設立 KPI 但缺乏定期監測與追蹤機制。,設有完整 KPI 並定期檢討,企業已建立 KPI，並透過定期評估確保碳管理成效。,不知道/不確定,若不確定，建議先設定基本碳排 KPI，並建立定期追蹤機制。,,,是否含數值目標？是否依據單位產出量、耗能、碳排量追蹤？,FALSE,TRUE,可列出現行 KPI 指標與對應單位或公式,減碳績效追蹤與 ESG 指標制度,確認碳盤查是否能與管理指標連結，利於改善追蹤與量化規劃,"KPI, 減碳指標, 效能管理",,
R011,製造業,是否希望報告中加入碳排放歷史趨勢分析？,報告需求與後續行動,single,beginner,報告內容擴充：趨勢圖,探討企業是否具備追溯性資料並納入趨勢解讀能力,碳排放歷史趨勢分析可幫助企業發現異常點，評估過去減排行動的成效，制定更有效的策略。建議企業建立 5 年歷史數據庫，透過 Power BI、Tableau、AI 數據分析工具，追蹤排放趨勢，並找出可能的異常點。例如，若某年度碳排放數據異常上升，企業可調查是否因為產能擴張、設備老化或能源效率下降所導致，進而制定改善對策。,不需要,企業不需分析歷史趨勢，僅關注當年度碳排放數據。,需要基本趨勢圖,企業希望透過趨勢圖了解碳排放變化，但不進行深入分析。,需要詳細趨勢分析,企業希望透過數據分析工具，深入了解碳排變化與減排行動成效。,不知道/不確定,若不確定，建議先建立歷史數據庫，再視需求發展趨勢分析工具。,,,是否希望有年度對比、圖表展示、解釋分析？,FALSE,TRUE,可說明預期的趨勢分析呈現方式或重點區段,ESG 報告趨勢視覺化與說明,評估 ESG 報告中視覺與趨勢資料是否有助提升解讀與行動對應性,"趨勢分析, 視覺呈現, 歷史數據對比",,
R012,製造業,是否希望報告中加入減碳策略及具體建議方案？,報告需求與後續行動,single,beginner,減碳策略建議內容,探討使用者對於報告中提供實用減碳建議的期待程度,減碳策略建議可包括能源效率提升、供應鏈碳管理，幫助企業減少碳足跡並提升競爭力。企業可透過智能化能源管理（如智慧電錶、變頻機械），優化能源使用，提高設備能效。供應鏈管理方面，企業可選擇低碳供應商、推動本地採購，降低物流碳足跡。此外，企業可投資綠色製造技術（如低碳材料、回收技術），減少製造過程的碳排放。,不需要,企業不希望獲得減碳策略建議，僅專注於碳排數據報告。,需要一般建議,企業希望獲得基本的減碳建議，例如提升能源效率或降低浪費。,需要產業特化的建議,企業希望獲得針對產業特定的減碳策略，如低碳供應鏈或綠色製造技術。,不知道/不確定,若不確定，建議加入減碳策略建議，以提升 ESG 競爭力與合規性。,,,是否希望依據排放熱點、製程耗能、供應鏈特性提出改善建議？,TRUE,TRUE,可指出希望改善的重點區域（如鍋爐、照明）,減碳建議與策略導入設計,評估報告是否能產出具操作性、與排放源具關聯的改善行動,"減碳行動, 工程建議, 製程改善",,
R013,製造業,是否希望報告內容可用於對外溝通？,報告需求與後續行動,single,intermediate,ESG 對外揭露與公開用途,評估企業是否計畫將 ESG 成果整合為對外揭露內容,企業可將碳排放數據納入 ESG 報告書，提升品牌形象與投資者信任。若企業計劃進入國際市場或爭取綠色供應鏈訂單，建議將碳排放數據納入 GRI、TCFD、SASB 標準報告，確保 ESG 透明度。例如，部分品牌（如 Apple、Tesla、IKEA）要求供應商提供碳排放報告，企業應提前準備相關文件，以提高競爭力。此外，公開 ESG 碳管理計畫可增強投資者與消費者信心，提升品牌價值。,只做內部使用,企業僅將碳排放數據用於內部管理，不對外公開。,需要對客戶公開,企業計畫對客戶透明化 ESG 數據，以滿足供應鏈要求或提升競爭力。,需要納入永續報告書,企業希望將碳排放數據納入 GRI、TCFD 標準報告，提升國際市場競爭力。,不知道/不確定,若不確定，建議先制定內部 ESG 報告，並評估對外公佈的可能性。,,,是否希望可提供予供應商、客戶或主管機關參考？,FALSE,TRUE,可說明預期用於對外溝通的用途與對象,ESG 報告對外溝通應用與簡化版本設計,確認 ESG 報告是否可作為對外披露、形象管理與供應鏈互動的工具,"對外報告, ESG摘要, 品牌溝通",,
R014,製造業,是否希望報告包含產業對標資訊或競爭分析？,報告需求與後續行動,single,beginner,ESG 同業對標分析,判斷企業是否有意將 ESG 表現與同業作比較與分析,產業對標數據可幫助企業了解市場定位，學習產業領先者的最佳做法。企業應與同業進行碳排放數據對標（Benchmarking），了解自身在產業中的碳排放表現。例如，某些產業（如半導體、鋼鐵、電子製造）已建立行業碳排放指標，企業可根據數據評估自身碳排放是否過高，並學習業界領導者的減碳技術與策略。,不需要,企業不需要與同業比較碳排放數據，僅專注於自身管理。,需要基本對標數據,企業希望獲得基本的行業碳排放參考數據。,需要詳細競爭分析,企業希望獲得深入的競爭分析，學習產業領導者的最佳做法。,不知道/不確定,若不確定，建議加入基本對標數據，以評估企業碳排放狀況。,,,是否希望對比同產業平均值、同規模企業、或供應鏈要求標準？,FALSE,TRUE,可說明希望對比的對象與標準資料來源,ESG 對標分析與產業定位,確認企業是否需強化報告的競爭力分析與產業趨勢對標,"產業對標, 同業比較, ESG定位",,
R015,製造業,是否希望報告包含明確的下一步建議行動？,報告需求與後續行動,single,intermediate,ESG 行動規劃與時程設計,探討企業是否需外部顧問協助制定可執行的永續計畫,具體行動清單可幫助企業逐步落實減碳措施，確保碳管理策略的可執行性。企業應制定短期（1-3 年）、中期（3-5 年）、長期（5-10 年）減碳計畫，例如設備升級（更換 LED 照明、變頻設備）、能源管理優化（智慧電錶監測）、供應鏈碳排減量（選擇低碳物流）。此外，企業應建立內部定期審查機制，確保減碳行動落實，避免 ESG 策略流於形式。,不需要,企業不希望報告中包含具體減碳行動計畫。,需要一般建議,企業希望獲得基本的減碳行動建議，例如提升能源效率或減少浪費。,需要詳細行動清單,企業希望獲得具體的減碳行動計畫，例如短期與長期減碳策略。,不知道/不確定,若不確定，建議制定具體行動計畫，以確保減碳策略落實。,,,是否希望提出短期、中期、長期改善計畫？是否區分單位與項目？,TRUE,TRUE,可說明是否希望列出可操作的具體改善建議,ESG 行動指引與階段性策略設計,評估 ESG 報告是否需直接支持企業內部規劃與下一步碳管理實施,"行動計畫, 執行建議, 減碳路徑",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
